BARCODE	CXCL14	GPR85	C12orf54	LINC01641
GTEX-11EI6-3126-SM-5H111	1125	7.036	0.759	0
GTEX-11EM3-0001-SM-5Q5BD	0.3709	0	0.04236	0
GTEX-11EM3-0005-SM-5N9DK	0.2209	0.01123	0	0
GTEX-11EM3-0126-SM-5985K	72.19	0.1085	0.2853	0
GTEX-11EM3-0226-SM-5985Y	48.23	0.286	0.5172	0
GTEX-11EM3-0326-SM-5A5KJ	1.334	0.1459	0.6267	0
GTEX-11EM3-0426-SM-5N9BZ	5.603	0.647	0.1575	0
GTEX-11EM3-0526-SM-5H12N	12.4	0.05266	0.4999	0
GTEX-11EM3-0626-SM-5H12Z	0.5654	0.03696	0.09596	0
GTEX-11EM3-0726-SM-5GZZM	1.16	0.1063	0.3105	0
GTEX-11EM3-0826-SM-5N9CC	57.8	0.08953	3.022	0
GTEX-11EM3-0926-SM-5A5KK	2.267	0.0678	0.9242	0
GTEX-11EM3-1026-SM-5A5KL	9.261	0.04154	0.1618	0
GTEX-11EM3-1126-SM-5A5KM	115.7	0.3667	0.08136	0
GTEX-11EM3-1226-SM-5N9DD	941.5	0.04662	0.1362	0
GTEX-11EM3-1326-SM-5N9C6	112.1	0.08037	0.7043	0
GTEX-11EM3-1526-SM-5A5KN	96.42	0.05532	0.05387	0
GTEX-11EM3-1626-SM-5N9CO	1.026	0.2442	1.199	0
GTEX-11EM3-1726-SM-5N9D1	2.662	0.05885	1.375	0
GTEX-11EM3-1826-SM-5A5KO	45.07	0.1398	0.6942	0
GTEX-11EM3-1926-SM-5987U	4.143	0.1928	0.5199	0
GTEX-11EM3-2126-SM-5H11M	32.82	0	0.1126	0
GTEX-11EM3-2226-SM-5H11Y	15.89	0.02577	0.3764	0
GTEX-11EM3-2326-SM-5H12B	240.6	0.1557	0.1213	0
GTEX-11EM3-2426-SM-59861	544.9	0.05133	0.1124	0
GTEX-11EMC-0002-SM-5Q5DO	0.292	0	0.153	0
GTEX-11EMC-0006-SM-5O9DN	0.1689	0	0	0
GTEX-11EMC-0008-SM-5Q5DR	0.9889	2.244	0	0
GTEX-11EMC-0011-R10a-SM-DNZZJ	132.7	4.393	1.225	0
GTEX-11EMC-0011-R11b-SM-DNZZK	2.603	4.585	0.5904	0
GTEX-11EMC-0011-R2b-SM-DO114	11.41	2.801	0.1993	0
GTEX-11EMC-0011-R8b-SM-DO91Z	10.91	3.873	0.3576	0
GTEX-11EMC-0011-R9b-SM-DO921	1.921	2.789	0.778	0
GTEX-11EMC-0126-SM-5EGKV	7.795	0.2455	0.5122	0
GTEX-11EMC-0226-SM-5EGLP	163.3	0.2989	0.6381	0
GTEX-11EMC-0526-SM-5EGJN	1.291	0.1439	1.051	0
GTEX-11EMC-0726-SM-5EGJO	4.594	0.05532	0.05386	0
GTEX-11EMC-0826-SM-59862	7.115	0.491	0.2889	0
GTEX-11EMC-0926-SM-59863	130.3	0.3618	1.337	0
GTEX-11EMC-1426-SM-5N9E4	102.6	0.1806	1.662	0
GTEX-11EMC-1726-SM-5H11P	6.012	0.1259	1.208	0
GTEX-11EMC-1826-SM-5A5JT	4.503	0.3869	0.2825	0
GTEX-11EMC-1926-SM-5A5JU	226.1	0.2352	0.9296	0
GTEX-11EMC-2026-SM-5A5JV	124.5	0.08841	0.6779	0
GTEX-11EMC-2226-SM-5A5JW	135.5	0.2397	4.407	0
GTEX-11EMC-2526-SM-5PNVU	368.5	0.03535	2.134	0
GTEX-11EMC-2626-SM-59864	47.64	0.02176	0.1589	0
GTEX-11EMC-2826-SM-5PNY6	162.3	0.1671	0.334	0
GTEX-11EMC-2926-SM-5EQ4F	1307	0.273	1.079	0
GTEX-11EMC-3026-SM-5EQ4R	19.75	0.1916	1.073	0
GTEX-11EMC-3126-SM-5EGJP	27.01	1.068	0.2412	0
GTEX-11EMC-3226-SM-5EGKW	134.7	3.978	1.149	0
GTEX-11EMC-3326-SM-5P9JH	4.588	6.043	0.4955	0
GTEX-11EQ8-0006-SM-5P9HJ	0.1943	0	0	0
GTEX-11EQ8-0008-SM-5Q5DJ	0.8718	1.396	0	0
GTEX-11EQ8-0226-SM-5EQ5G	545.1	0.7582	0.464	0
GTEX-11EQ8-0426-SM-5N9DP	79.84	0.09615	0.3611	0
GTEX-11EQ8-0526-SM-5N9BC	64.21	0.1245	0.4934	0
GTEX-11EQ8-0826-SM-5N9FG	251.9	0.2601	0.7176	0
GTEX-11EQ8-0926-SM-5H12V	687.9	0.2	0.403	0
GTEX-11EQ8-1326-SM-5EGJQ	6.066	0.3061	0.09053	0
GTEX-11EQ8-1426-SM-5EGJR	7.743	4.146	138.1	0
GTEX-11EQ8-2626-SM-5N9BO	4.283	0.4269	3.284	0
GTEX-11EQ9-0002-SM-5QGQ1	0.9778	0	0	0
GTEX-11EQ9-0006-SM-5LUB6	0.5879	0.009962	0	0
GTEX-11EQ9-0008-SM-5Q5DK	0.6512	1.046	0.08791	0
GTEX-11EQ9-0126-SM-5986I	1.508	0.1057	0.7205	0
GTEX-11EQ9-0226-SM-5A5JX	0.9643	0.2514	2.056	0
GTEX-11EQ9-0426-SM-5A5JY	51.75	2.03	0.02988	0
GTEX-11EQ9-0526-SM-5A5JZ	4.106	0.04762	0.04637	0
GTEX-11EQ9-0626-SM-5A5K1	58.68	0.1467	0.2678	0
GTEX-11EQ9-0726-SM-5A5K2	308.5	0.01083	1.835	0
GTEX-11EQ9-0826-SM-5986Y	8.526	0.1087	0.2821	0
GTEX-11EQ9-0926-SM-5HL6I	7.13	0.1486	0.3472	0
GTEX-11EQ9-1026-SM-5H134	2.282	0.01945	0	0
GTEX-11EQ9-1126-SM-5987I	49.76	0.4083	0.337	0
GTEX-11EQ9-1226-SM-5987E	11.45	0.2722	0.3457	0
GTEX-11EQ9-1326-SM-5985X	137.8	0.06271	0	0
GTEX-11EQ9-1426-SM-5987G	24.18	0.2189	0.6576	0
GTEX-11EQ9-1526-SM-5PNY7	44.61	0.2054	2.276	0
GTEX-11EQ9-1626-SM-5PNY8	746.6	0.09116	0.2929	0
GTEX-11EQ9-1726-SM-5HL6U	7.299	0.2217	0.8153	0
GTEX-11EQ9-1826-SM-5Q5AJ	53.35	0.1877	0.4569	0
GTEX-11EQ9-1926-SM-5PNVV	1.93	3.81	191.3	0
GTEX-11EQ9-2026-SM-5P9JI	50.48	0.1016	0.3166	0
GTEX-11EQ9-2126-SM-5PNVW	15.34	0.04358	0.1909	0
GTEX-11EQ9-2226-SM-5987H	75.54	0.03856	0.5256	0
GTEX-11EQ9-2326-SM-5HL5H	127.5	0.1373	1.382	0
GTEX-11EQ9-2426-SM-5HL5T	454	0.04923	0.1917	0
GTEX-11EQ9-2526-SM-5HL66	204.3	0.2411	0.2465	0
GTEX-11GS4-0006-SM-5SI9M	1.218	0.1016	0	0
GTEX-11GS4-0008-SM-5QGRA	0.7533	1.877	0.0895	0
GTEX-11GS4-0011-R1a-SM-DO129	95.77	9.048	0.5422	0
GTEX-11GS4-0011-R2a-SM-DO942	45.87	7.881	0.8758	0
GTEX-11GS4-0226-SM-5HL77	1851	0.09896	1.198	0
GTEX-11GS4-0326-SM-5N9F7	2.59	0.3909	0.8012	0
GTEX-11GS4-0426-SM-5N9CD	16.71	0.547	0.1937	0
GTEX-11GS4-0526-SM-5A5KQ	3.964	0.1074	0.1107	0
GTEX-11GS4-0626-SM-5A5LC	988.3	2.285	0.8342	0
GTEX-11GS4-0826-SM-5986J	43.72	0.4071	0.1762	0
GTEX-11GS4-1026-SM-5N9DE	354.9	0.8922	0.6364	0
GTEX-11GS4-1426-SM-5N9D2	33.39	0.3862	0.1805	0
GTEX-11GS4-1826-SM-5HL4T	17.21	0.3102	0.8699	0
GTEX-11GS4-2026-SM-5N9CP	12.67	5.367	204.5	0
GTEX-11GS4-2126-SM-5A5KR	1024	0.424	1.949	0
GTEX-11GS4-2326-SM-5A5KS	147.3	0.1247	0.1143	0
GTEX-11GS4-2526-SM-5A5KT	15.07	0.02432	0.2841	0
GTEX-11GS4-2626-SM-5A5LD	1948	0.8164	0.3252	0
GTEX-11GS4-2726-SM-5A5LE	2477	0.1074	0.3137	0
GTEX-11GS4-2826-SM-5HL56	342.4	0.3561	1.498	0
GTEX-11GS4-2926-SM-5A5LF	233.8	0.7985	0.5467	0
GTEX-11GS4-3026-SM-5A5LG	1.411	0.7536	0.9941	0
GTEX-11GS4-3126-SM-5A5LH	56.46	4.772	0.6469	0
GTEX-11GSO-0005-SM-5O9CA	0.3799	0.01288	0.03761	0
GTEX-11GSO-0011-R1b-SM-57WD3	42.97	4.116	0.3792	0
GTEX-11GSO-0011-R2a-SM-57WDF	21.66	3.619	0.8274	0
GTEX-11GSO-0011-R3b-SM-57WB2	65.11	5.62	1.471	0
GTEX-11GSO-0226-SM-5A5LV	129	0.4859	0.07885	0
GTEX-11GSO-0626-SM-5A5LW	1.836	0.1334	1.12	0
GTEX-11GSO-1926-SM-5A5K3	292.2	0.2982	5.891	0
GTEX-11GSO-2326-SM-5A5LX	145.6	0.6409	0.6373	0
GTEX-11GSO-2426-SM-5A5LY	1085	0.08116	1.207	0
GTEX-11GSO-2526-SM-5PNVX	52.82	0.01196	0.1747	0
GTEX-11GSO-2626-SM-5Q5AK	262	0.05866	3.256	0
GTEX-11GSO-2826-SM-5HL6Q	1786	0.9345	0.4467	0
GTEX-11GSO-2926-SM-5HL73	144.7	5.139	0.8978	0
GTEX-11GSO-3026-SM-5Q5AL	3.821	6.806	0.1904	0
GTEX-11GSP-0006-SM-5N9EL	0.1589	0.01469	0.04291	0
GTEX-11GSP-0008-SM-5Q5DM	0.3908	1.198	0	0
GTEX-11GSP-0011-R10a-SM-5NQ7J	115.5	4.789	1.281	0
GTEX-11GSP-0011-R11b-SM-5NQ7V	5.044	5.784	0.1742	0
GTEX-11GSP-0011-R1a-SM-9QEJ3	60.31	11.5	0.5538	0
GTEX-11GSP-0011-R2b-SM-9QEGE	37.5	5.924	1.612	0
GTEX-11GSP-0011-R3a-SM-9QEGF	70.45	2.017	0.8668	0
GTEX-11GSP-0011-R5a-SM-57WBE	70.13	8.03	0.4898	0
GTEX-11GSP-0011-R6b-SM-57WBQ	45.79	2.922	0.9029	0
GTEX-11GSP-0011-R7b-SM-57WC3	66.4	6.964	0.5	0
GTEX-11GSP-0011-R8b-SM-5NQ79	34.72	4.155	1.18	0
GTEX-11GSP-0011-R9b-SM-5NQ77	8.791	3.56	0.5146	0
GTEX-11GSP-0126-SM-5A5KU	269.5	0.2016	0.5889	0
GTEX-11GSP-0226-SM-5A5KV	33.76	0.1529	3.311	0
GTEX-11GSP-0326-SM-5A5KW	2.623	0.1729	0.7503	0
GTEX-11GSP-0426-SM-5A5KX	1.907	0.03513	0.0821	0
GTEX-11GSP-0626-SM-5986T	27.93	0.07973	0.1961	0
GTEX-11GSP-0726-SM-5986L	13.9	1.023	0.4121	0
GTEX-11GSP-0926-SM-9WYSG	186	0.3103	0.7306	0
GTEX-11GSP-1026-SM-9WYSH	216.9	0.5683	0.3822	0
GTEX-11GSP-1126-SM-5A5LM	41.96	0.1547	1.506	0
GTEX-11GSP-1226-SM-5985M	11.65	1.403	0.1869	0
GTEX-11GSP-1326-SM-5A5KY	2.503	0.03856	0.08045	0
GTEX-11GSP-1626-SM-5986N	18.36	0.1453	1.804	0
GTEX-11GSP-1726-SM-5A5LI	19.77	0.4015	0.5675	0
GTEX-11GSP-1826-SM-5N9DQ	263.3	0.0758	1.74	0
GTEX-11GSP-2126-SM-5HL5E	39.47	0.1033	0	0
GTEX-11GSP-2226-SM-5HL5Q	76.12	0.1732	1.012	0
GTEX-11GSP-2326-SM-5HL63	1016	0.06743	0.5909	0
GTEX-11GSP-2426-SM-5N9BD	7.617	0.3204	1.505	0
GTEX-11GSP-2526-SM-5N9BP	2891	0.165	0.8308	0
GTEX-11GSP-2726-SM-5A5LJ	55.65	0.01911	0.1675	0
GTEX-11GSP-2826-SM-5A5LK	381.9	0.2949	2.141	0
GTEX-11GSP-2926-SM-5N9C2	53.63	0.06872	0.7226	0
GTEX-11GSP-3026-SM-5N9CE	1751	1.135	0.9099	0
GTEX-11GSP-3126-SM-5A5LL	6.79	6.284	0.6722	0
GTEX-11GSP-3226-SM-5986O	107.1	4.762	0.8094	0
GTEX-11H98-0008-SM-5QGR8	0.1615	0.6981	0.05997	0
GTEX-11H98-0011-R10b-SM-5NQ98	120.3	4.428	2.307	0
GTEX-11H98-0011-R11b-SM-5NQ6U	4.152	5.986	1.082	0
GTEX-11H98-0011-R5b-SM-57WCF	52.22	5.177	0.3345	0
GTEX-11H98-0011-R8a-SM-5NQ8V	21.46	4.196	0.7161	0
GTEX-11H98-0126-SM-5EGHG	412.8	0.0605	0.7068	0
GTEX-11H98-0226-SM-5NQ89	169.2	0.3715	0.2532	0
GTEX-11H98-0326-SM-5HL4S	18.25	0.04447	0.3118	0
GTEX-11H98-0426-SM-5HL55	177.4	0.2773	1.906	0
GTEX-11I78-0001-SM-5Q5BE	1.201	0	0.2701	0
GTEX-11I78-0005-SM-5N9GB	0.01891	0.009614	0.05617	0
GTEX-11I78-0008-SM-5Q5DI	1.171	1.329	0	0
GTEX-11I78-0126-SM-5HL6F	4.32	0.4655	0.2789	0
GTEX-11I78-0226-SM-5HL6R	57.02	0.2754	0.111	0
GTEX-11I78-0526-SM-5986A	14.28	0.1837	0.1073	0
GTEX-11I78-0626-SM-5A5LZ	4.812	0.008155	0.04764	0
GTEX-11I78-0726-SM-5A5M1	303.8	0.7191	0.09547	0
GTEX-11I78-0826-SM-5A5K4	0.7753	0.2452	0.02558	0
GTEX-11I78-1026-SM-5HL74	64.62	0.1268	0.4679	0
GTEX-11I78-1126-SM-5A5K5	105.7	0.04873	0.0854	0
GTEX-11I78-1226-SM-5A5K6	40.9	0.05487	0.07398	0
GTEX-11I78-1326-SM-5PNY9	6.889	0.1735	1.394	0
GTEX-11I78-1426-SM-5PNVY	3.051	0.2614	0.4582	0
GTEX-11I78-1526-SM-5A5K7	106.3	0.1244	3.599	0
GTEX-11I78-1726-SM-5A5M3	10.82	0.09465	0.1301	0
GTEX-11I78-1826-SM-5A5M4	2.337	0.07894	0.7039	0
GTEX-11I78-1926-SM-59878	12.85	0.1727	1.251	0
GTEX-11I78-2026-SM-5987C	209.1	0.06039	6.244	0
GTEX-11I78-2126-SM-5A5K8	1.505	0.3998	0.367	0
GTEX-11I78-2226-SM-5PNYA	72.62	0.1263	0.3163	0
GTEX-11I78-2326-SM-5Q5AH	45.18	0.07959	0.5723	0
GTEX-11I78-2426-SM-5A5K9	18.76	0	0.08146	0
GTEX-11I78-2626-SM-5Q5AI	137.1	0.3681	0	0
GTEX-11LCK-0005-SM-5O98U	5.464	0	0.1526	0
GTEX-11LCK-0008-SM-5Q5BB	0.6104	2.388	0	0
GTEX-11LCK-0126-SM-5A5M5	35.34	1.252	0.3671	0
GTEX-11LCK-0226-SM-5A5M6	3.477	0.03383	0.2964	0
GTEX-11LCK-0326-SM-5A5M7	30.37	1.109	0.3582	0
GTEX-11LCK-0426-SM-5A5M8	26.05	0.4173	0.4179	0
GTEX-11LCK-0526-SM-5A5M9	247.1	0.2137	0.4993	0
GTEX-11LCK-0726-SM-5PNYC	50.57	0.2869	0.3784	0
GTEX-11LCK-0826-SM-5PNYD	1.357	1.173	0.09417	0
GTEX-11LCK-0926-SM-5A5KA	0.8315	0.2436	0.04186	0
GTEX-11LCK-1026-SM-5A5KB	960.4	0.08696	0.1693	0
GTEX-11LCK-1126-SM-5A5KC	884.8	0.1915	0.6434	0
GTEX-11LCK-1226-SM-5Q5AM	40.97	0	0.1401	0
GTEX-11LCK-1326-SM-5Q5AN	64.45	0.1208	1.865	0
GTEX-11LCK-1426-SM-5HL5R	100.1	0.1287	0.277	0
GTEX-11LCK-1526-SM-5HL64	3.489	0.1191	0.3093	0
GTEX-11LCK-1626-SM-5PNYB	1.199	0.1681	0.3376	0
GTEX-11LCK-1726-SM-5S2OQ	145.6	0.1919	4.44	0
GTEX-11LCK-1926-SM-5A5KE	9.182	0.1981	0.4517	0
GTEX-11LCK-2026-SM-5A5MA	44.55	0.09908	0.2171	0
GTEX-11LCK-2226-SM-5HL4Q	671.5	0.01184	1.176	0
GTEX-11LCK-2326-SM-5HL53	2.836	4.358	119.6	0
GTEX-11LCK-2426-SM-5HL5F	306.7	0.2696	0.5687	0
GTEX-11NSD-0008-SM-5Q5BC	1.282	1.752	0.0476	0
GTEX-11NSD-0126-SM-5987F	95.84	0.2369	0.5451	0
GTEX-11NSD-0226-SM-5A5LR	25.47	0.1607	0.212	0
GTEX-11NSD-0326-SM-5A5LS	2.432	0.8764	0.4763	0
GTEX-11NSD-0426-SM-5N9CR	106.6	1.825	0.2233	0
GTEX-11NSD-0526-SM-5A5LT	5.124	0.009489	0.1247	0
GTEX-11NSD-0626-SM-5A5LU	699.6	0.0997	0.5242	0
GTEX-11NSD-0826-SM-5986S	17.01	0.3231	0.964	0
GTEX-11NSD-0926-SM-5N9DR	426.9	0.4069	0.5389	0
GTEX-11NSD-1026-SM-5N9BE	3.287	4.539	110.9	0
GTEX-11NSD-1126-SM-5N9BQ	85.06	0.1827	2.988	0
GTEX-11NSD-1226-SM-5986Q	5.769	0.2351	0.2892	0
GTEX-11NSD-1426-SM-5HL67	78.04	0.07271	0	0
GTEX-11NSD-1626-SM-5986U	171.9	0.05868	0.1371	0
GTEX-11NSD-1726-SM-5N9C3	589	0.2863	0	0
GTEX-11NSD-1826-SM-5N9CF	331	0.1908	1.286	0
GTEX-11NSD-2026-SM-5HL5U	60.01	0	0.05705	0
GTEX-11NSD-2226-SM-5986V	397.9	0.1676	0.5246	0
GTEX-11NUK-0005-SM-5MR5F	0.335	0.03194	0	0
GTEX-11NUK-0008-SM-5Q5B9	0.7148	1.92	0	0
GTEX-11NUK-0011-R4a-SM-DO12B	214.1	3.001	0.6079	0
GTEX-11NUK-0011-R5a-SM-DO93N	104.3	6.76	0.6913	0
GTEX-11NUK-0011-R6a-SM-DO93O	103.8	5.123	0.5421	0
GTEX-11NUK-0011-R7a-SM-DO93P	104.8	5.966	0.7591	0
GTEX-11NUK-0126-SM-5A5L3	2183	0.1976	0.74	0
GTEX-11NUK-0226-SM-5A5L4	25.88	0.01744	0.2038	0
GTEX-11NUK-0326-SM-5HL5K	1830	0.906	0.741	0
GTEX-11NUK-0426-SM-5HL5V	741.3	0.4821	3.094	0
GTEX-11NUK-0526-SM-5A5L5	140.8	0.143	0.464	0
GTEX-11NUK-0726-SM-5A5ME	65.93	0.5479	0.5856	0
GTEX-11NUK-0826-SM-5HL4U	9.399	1.212	1.141	0
GTEX-11NUK-0926-SM-5HL57	1.123	0.5226	0.1979	0
GTEX-11NUK-1026-SM-5HL5J	184.8	0.3434	1.363	0
GTEX-11NUK-1226-SM-5P9GM	30.18	0.02083	0.03477	0
GTEX-11NUK-1326-SM-5P9GN	72.65	0.1477	3.523	0
GTEX-11NUK-1426-SM-5HL68	6.388	0.1439	0.4992	0
GTEX-11NUK-1726-SM-5A5L2	2.807	0.04404	0.2058	0
GTEX-11NUK-2026-SM-5PNVZ	399.7	0.507	0.5594	0
GTEX-11NUK-2426-SM-5BC4U	173.5	0.09383	0.03045	0
GTEX-11NUK-2626-SM-5A5MB	25.55	4.091	189.2	0
GTEX-11NUK-2726-SM-5A5MC	1335	0.08301	0.9352	0
GTEX-11NUK-2926-SM-5A5MD	288.2	5.743	0.7854	0
GTEX-11NUK-3026-SM-5986K	8.808	7.048	0.3702	0
GTEX-11NUK-3126-SM-5986M	1184	1.905	1.477	0
GTEX-11NV4-0005-SM-5N9EX	0.9882	0.0591	0.1439	0
GTEX-11NV4-0008-SM-5Q5BA	1.067	1.466	0	0
GTEX-11NV4-0011-R5a-SM-5NQ88	59.4	7.424	0.532	0
GTEX-11NV4-0011-R6a-SM-57WD5	77.3	3.702	0.6387	0
GTEX-11NV4-0011-R7a-SM-57WDH	44.97	7.271	0.3519	0
GTEX-11NV4-0326-SM-5HL58	44.9	0.04206	0.1229	0
GTEX-11NV4-0526-SM-5N9BF	76.02	0.02583	0.8301	0
GTEX-11NV4-0626-SM-5N9BR	99.18	0.357	1.126	0
GTEX-11NV4-0826-SM-5BC4S	5.191	0.662	0.1568	0
GTEX-11NV4-1126-SM-5HL6J	2.619	0.4097	0.171	0
GTEX-11NV4-1326-SM-5HL6V	47.12	0.03223	0.09416	0
GTEX-11NV4-1426-SM-5BC4W	148.3	0.8175	0.2653	0
GTEX-11NV4-1726-SM-5N9FC	2.832	6.617	241.9	0
GTEX-11NV4-1926-SM-5N9D4	567.5	0.5332	0.2864	0
GTEX-11NV4-2026-SM-5N9DG	920.6	0.8602	0.6569	0
GTEX-11NV4-2126-SM-5N9DS	85.12	3.23	0.3634	0
GTEX-11NV4-2226-SM-5BC4T	2.089	11.4	0.277	0
GTEX-11NV4-2326-SM-5BC4X	1.968	1.069	1.206	0
GTEX-11O72-0006-SM-5O9DB	0.2268	0.01441	0	0
GTEX-11O72-0008-SM-5Q5DN	0.6318	1.766	0	0
GTEX-11O72-0011-R5a-SM-DO922	86.48	4.588	0.3902	0
GTEX-11O72-0011-R6a-SM-DNZZQ	46.1	3.285	0.3444	0
GTEX-11O72-0126-SM-59887	1439	0.2707	0.7906	0
GTEX-11O72-0226-SM-59869	864.2	1.014	0.1064	0
GTEX-11O72-0326-SM-5986D	223.7	0.011	0.2249	0
GTEX-11O72-0426-SM-5BC5B	113.5	0.1626	0.2891	0
GTEX-11O72-0526-SM-5Q5AO	1558	0.7578	0.2952	0
GTEX-11O72-0626-SM-5PNYE	1167	0.2113	0.6171	0
GTEX-11O72-0726-SM-5P9GO	6.642	5.069	95.44	0
GTEX-11O72-1026-SM-5986B	12.69	0.3284	0	0
GTEX-11O72-1126-SM-5N9E2	2.591	0.09649	0	0
GTEX-11O72-1326-SM-5BC5A	13.13	0.9256	0.4743	0
GTEX-11O72-1926-SM-5PNW1	30.89	0.4288	0.4305	0
GTEX-11O72-2026-SM-5N9G8	58.62	0.2662	1.017	0
GTEX-11O72-2126-SM-5N9FO	512.6	0.6306	0.3865	0
GTEX-11O72-2226-SM-5PNW2	402.3	0.4624	0.6174	0
GTEX-11O72-2326-SM-5BC7H	384.8	0.6893	0.5965	0
GTEX-11O72-2726-SM-5HL6K	58.76	0.5075	1.194	0
GTEX-11O72-2826-SM-5HL6W	5.268	7.802	0.633	0
GTEX-11O72-2926-SM-5BC4V	144.9	7.054	0.8651	0
GTEX-11O72-3026-SM-5986R	58.81	0.9751	0.2121	0
GTEX-11OC5-0004-SM-5S2O6	0.2488	0	0.2217	0
GTEX-11OC5-0006-SM-5N9FA	0.4798	0.09293	0.1018	0
GTEX-11OC5-0008-SM-5S2OH	0.8981	1.631	0.1905	0
GTEX-11OC5-0126-SM-5HL6A	1034	0.1914	0.7082	0
GTEX-11OC5-0326-SM-5PNW5	41.37	0.04585	0.4553	0
GTEX-11OC5-0426-SM-5Q5AR	62.87	0.04187	0.2446	0
GTEX-11OC5-0526-SM-5N9EE	393.2	0.6269	2.762	0
GTEX-11OC5-0626-SM-5HL6M	29.62	3.251	0.4921	0
GTEX-11OC5-0726-SM-5P9JK	247.5	3.244	1.196	0
GTEX-11OF3-0006-SM-5O9CM	0.1817	0	0	0
GTEX-11OF3-0008-SM-5S2NH	0.937	1.638	0.04216	0
GTEX-11OF3-0011-R11a-SM-57WCR	1.276	7.095	0.4532	0
GTEX-11OF3-0011-R5a-SM-57WB4	52.73	5.209	0.341	0
GTEX-11OF3-0011-R6b-SM-57WBG	85.02	3.965	0.5605	0
GTEX-11OF3-0011-R7a-SM-57WCG	61.15	6.27	0.3362	0
GTEX-11OF3-0011-R8b-SM-57WCS	25.67	5.823	1.23	0
GTEX-11OF3-0126-SM-5PNYF	1209	0.04109	0.6241	0
GTEX-11OF3-0626-SM-5BC4Y	461.8	0.338	0.7807	0
GTEX-11OF3-0726-SM-5BC4Z	65.02	0.06644	0	0
GTEX-11OF3-0826-SM-5BC51	443.2	0.6284	0.1953	0
GTEX-11OF3-1126-SM-5986C	2.457	0.2991	0.9765	0
GTEX-11OF3-1326-SM-5N9FJ	189.8	0.009528	0.1531	0
GTEX-11OF3-1726-SM-5GU5Q	14.5	0.9847	1.119	0
GTEX-11OF3-1826-SM-5987N	5.116	4.814	181.8	0
GTEX-11OF3-1926-SM-59889	1278	1.481	0.3889	0
GTEX-11OF3-2226-SM-5986F	35.12	0.2323	0.181	0
GTEX-11OF3-2326-SM-5GU73	4.36	0.1146	0.7017	0
GTEX-11OF3-2426-SM-5Q5AS	2508	0.3477	0.2101	0
GTEX-11OF3-2526-SM-5P9JL	52.23	0.02729	0.1196	0
GTEX-11OF3-2626-SM-5GU7F	2516	0.2752	0.4266	0
GTEX-11OF3-2926-SM-5HL78	2.79	5.585	0.6707	0
GTEX-11OF3-3026-SM-5GU52	254.1	5.007	1.01	0
GTEX-11ONC-0005-SM-5O9CY	0.0995	0.01581	0	0
GTEX-11ONC-0008-SM-5S2MG	1.188	1.658	0.08608	0
GTEX-11ONC-0011-R1a-SM-57WD4	51.76	7.422	0.2615	0
GTEX-11ONC-0011-R4b-SM-DO93H	77.3	2.612	0.6989	0
GTEX-11ONC-0011-R5b-SM-DO93I	77.77	6.429	0.7412	0
GTEX-11ONC-0011-R6a-SM-DO12A	85.11	2.628	0.6294	0
GTEX-11ONC-0011-R7b-SM-DO93J	76.24	6.461	0.4813	0
GTEX-11ONC-0011-R8b-SM-5NQ87	43.37	3.48	0.9857	0
GTEX-11ONC-0011-R9b-SM-5NQ8J	5.175	2.533	0.5448	0
GTEX-11ONC-0126-SM-5PNW6	3.498	0.06705	0.08515	0
GTEX-11ONC-0526-SM-5BC57	3.497	0.008629	0.1008	0
GTEX-11ONC-0926-SM-5BC5E	11.03	1.632	1.236	0
GTEX-11ONC-1026-SM-5GU64	2.615	0.4431	0.1894	0
GTEX-11ONC-1126-SM-5GU6G	756.4	0.6532	0.636	0
GTEX-11ONC-1426-SM-5N9F4	30.09	0.3837	0.3487	0
GTEX-11ONC-1526-SM-5GU6S	137	0.146	1.854	0
GTEX-11ONC-1926-SM-5GU75	3.348	0.2204	1.953	0
GTEX-11ONC-2026-SM-5HL61	21.13	0.285	0.999	0
GTEX-11ONC-2126-SM-5HL6E	293.1	1.265	0.5012	0
GTEX-11ONC-2226-SM-5HL6D	7.386	1.491	20.99	0
GTEX-11ONC-2326-SM-5HL6P	599.4	0.6266	1.805	0
GTEX-11ONC-2426-SM-5GU7H	156.8	0.07062	0.225	0
GTEX-11ONC-2526-SM-5986W	853.7	0.7698	0.771	0
GTEX-11ONC-2726-SM-5N9DZ	112.9	0.4279	0.7407	0
GTEX-11ONC-2826-SM-5P9GQ	942.5	2.15	0.5132	0
GTEX-11ONC-2926-SM-5P9JM	95.46	5.287	1.22	0
GTEX-11ONC-3026-SM-5985W	9.946	5.095	0.8268	0
GTEX-11P7K-0003-SM-5S2OU	0.7851	0	0.1206	0
GTEX-11P7K-0006-SM-5N9FM	0.2686	0	0	0
GTEX-11P7K-0008-SM-5S2O5	1.47	1.844	0	0
GTEX-11P7K-0126-SM-5986E	5.42	0.1214	0.6276	0
GTEX-11P7K-0226-SM-5986Z	9.169	0.2148	0.2788	0
GTEX-11P7K-0326-SM-59871	1.164	0.4793	0.7951	0
GTEX-11P7K-0426-SM-5BC5H	31.58	2.069	0.2371	0
GTEX-11P7K-0526-SM-5BC5I	7.875	0.1035	0.1008	0
GTEX-11P7K-0626-SM-5985Z	4.835	0.3281	0.9758	0
GTEX-11P7K-0726-SM-5EGKX	546.5	0.1887	1.352	0
GTEX-11P7K-0826-SM-5BC5F	403	0.9942	0.05695	0
